pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_eqt,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
K2-32 b,K2-32,2,4,Transit,2016,K2,8.992,0.0795,5.299,15,0.03,837,G9 V,5271,0.86,0.83,-0.06,4.49,157.682,12.304,9.821,12.0036
K2-32 c,K2-32,2,4,Transit,2016,K2,20.66093,0.13843,3.134,8.1,0.049,634,G9 V,5271,0.86,0.83,-0.06,4.49,157.682,12.304,9.821,12.0036
K2-32 d,K2-32,2,4,Transit,2016,K2,31.71701,0.18422,3.484,6.7,0.05,550,G9 V,5271,0.86,0.83,-0.06,4.49,157.682,12.304,9.821,12.0036
K2-32 e,K2-32,2,4,Transit,2019,K2,4.34934,0.04899,1.212,2.1,0.043,1066,G9 V,5271,0.86,0.83,-0.06,4.49,157.682,12.304,9.821,12.0036
K2-34 b,K2-34,1,1,Transit,2016,K2,2.9956348,0.0442,13.75,539.67534,0,1687,F,6168,1.42,1.16,0.01,4.2,348.646,11.447,10.193,11.4357
K2-35 b,K2-35,1,2,Transit,2016,K2,2.399964,0.031,1.32,2.3,0.13,979,K4 V,4402.71,0.62,0.7,0.04,4.7,252.596,14.166,11.423,13.9152
K2-35 c,K2-35,1,2,Transit,2016,K2,5.608352,0.055,1.93,4.38,0.12,766,K4 V,4402.71,0.62,0.7,0.04,4.7,252.596,14.166,11.423,13.9152
K2-36 b,K2-36,1,2,Transit,2016,K2,1.422614,0.0223,1.43,3.9,0,1224,K2 V,4916,0.72,0.79,-0.09,4.62,109.749,11.726,9.454001,11.527
K2-36 c,K2-36,1,2,Transit,2016,K2,5.340888,0.054,3.2,7.8,0,788,K2 V,4916,0.72,0.79,-0.09,4.62,109.749,11.726,9.454001,11.527
K2-60 b,K2-60,1,1,Transit,2016,K2,3.00265,0.045,7.656,135.39558,0,1400,G4 V,5500,1.12,0.97,0.01,4.07,491.87,12.857,10.993,12.6108
K2-95 b,K2-95,1,1,Transit,2016,K2,10.1346454,0.0525,3.31,11,0.16,474,M3.0,3566,0.4,0.41,0.1,4.85,179.854,17.236,12.474,16.0836
K2-98 b,K2-98,1,1,Transit,2016,K2,10.136448,0.0974,5.2,32.2,0,1092,F8 V,6172,1.57,1.2,-0.06,4.13,518.625,12.216,10.869,12.0398
K2-99 b,K2-99,1,1,Transit,2016,K2,18.251985,0.1597,11.73,308.2951,0.19,1113,G0 IV,6217,2.63,1.63,0.21,3.81,519.229,11.149,9.72,10.9485
KELT-11 b,KELT-11,1,1,Transit,2017,KELT-South,4.7361,0.06229,15.132,54.34893,0.0007,1712,G8/K0 IV,5375,2.69,1.44,0.17,3.7,99.1596,8.04,6.122,7.83112
KELT-14 b,KELT-14,1,1,Transit,2016,KELT-South,1.7100566,0.03005,19.537,408.09372,0,1970,G4,5720,1.52,1.24,0.32,4.17,250.121,11.001,9.424,10.8384
KELT-16 b,KELT-16,2,1,Transit,2017,KELT,0.9689951,0.02044,15.861,874.0325,0,2453,F7 V,6236,1.36,1.21,-0.002,4.25,444.586,11.717,10.642,11.7959
KELT-18 b,KELT-18,2,1,Transit,2017,KELT-North,2.8717518,0.0455,17.598,375.0394,0,2085,F4 V,6670,1.91,1.52,0.09,4.06,321.376,10.16,9.21,10.1036
KELT-20 b,KELT-20,1,1,Transit,2017,KELT-North,3.4741085,0.0542,19.515,1074.90106,0,2262,A2 V,8720,1.56,1.76,-0.29,4.29,136.426,7.59,7.415,7.57492
KELT-21 b,KELT-21,1,1,Transit,2018,KELT-North,3.6127647,0.05224,17.777,1242.7153,0,2051,A8 V,7598,1.64,1.46,-0.405,4.17,470.878,10.484,10.09,10.5415
KELT-23 A b,KELT-23 A,2,1,Transit,2019,KELT-North,2.255251,0.03302,14.83,298.12454,0,1561,G2 V,5899,1,0.94,-0.105,4.42,126.261,10.308,8.904,10.182
KELT-24 b,KELT-24,1,1,Transit,2019,KELT-North,5.5514926,0.06969,14.258,1646.3594,0.077,1459,F5,6509,1.51,1.46,0.186,4.25,96.5173,8.34,7.154,8.23752
KELT-4 A b,KELT-4 A,3,1,Transit,2016,KELT,2.9895932,0.04317,19.044,286.68266,0,1823,F,6206,1.6,1.2,-0.116,4.11,218.05,9.98,8.689,9.95702
KELT-6 b,KELT-6,1,2,Transit,2014,KELT,7.8457,0.07939,14.572,165.2716,0.22,1313,F8,6102,1.73,1.42,-0.28,4.07,240.726,10.371,9.083,10.1934
KELT-7 b,KELT-7,1,1,Transit,2015,KELT,2.73477,0.04415,17.934,441.7837,0,2048,F,6768,1.81,1.76,0,4.5,136.681,8.56,7.543,8.45173
KELT-8 b,KELT-8,1,1,Transit,2015,KELT,3.24406,0.0455,18.159,209.7678,0.04,1675,G2 V,5754,1.46,0.81,0.27,4.08,197.572,10.845,9.177,10.6699
KELT-9 b,KELT-9,2,1,Transit,2017,KELT-North,1.4811235,0.03462,21.196,915.3504,0,4050,B9.5-A0,10170,2.36,2.52,-0.03,4.09,204.455,7.55,7.482,7.57675
KOI-1257 b,KOI-1257,2,1,Transit,2014,Kepler,86.647661,0.382,10.54,460.83,0.772,511,G5 V,5520,1.13,0.99,0.27,4.32,656,14.818,12.726,14.6419
KOI-142 b,KOI-142,1,3,Transit,2013,Kepler,10.91647,0.098,3.438,9.5,0.05561,758,G6 V,5466,0.9,0.99,0.27,4.53,376.863,13.209,11.454,13.1048
KPS-1 b,KPS-1,1,1,Transit,2018,Acton Sky Portal Observatory,1.706291,0.0269,11.545,346.4347,0,1459,K1 V,5165,0.91,0.89,0.22,4.47,262.706,12.97,10.931,12.7933
Kepler-101 b,Kepler-101,1,2,Transit,2014,Kepler,3.4876812,0.0474,5.77,51.1,0.086,1513,G3 IV,5667,1.56,1.17,0.33,4.12,927.981,13.7,12.011,13.5672
Kepler-101 c,Kepler-101,1,2,Transit,2014,Kepler,6.02976,0.0684,1.25,3.78,0,1413,G3 IV,5667,1.56,1.17,0.33,4.12,927.981,13.7,12.011,13.5672
Kepler-114 b,Kepler-114,1,3,Transit,2014,Kepler,5.188549,0.053,1.26,6.8,0,586,M0 V,4605,0.67,0.77,0.229,4.65,259.533,13.961,11.366,13.7125
Kepler-114 c,Kepler-114,1,3,Transit,2013,Kepler,8.041,0.06482,1.6,2.8,0,507,M0 V,4660,0.54,0.56,0.229,4.72,259.533,13.961,11.366,13.7125
Kepler-114 d,Kepler-114,1,3,Transit,2013,Kepler,11.776,0.08358,2.53,3.9,0,446,M0 V,4660,0.54,0.56,0.229,4.72,259.533,13.961,11.366,13.7125
Kepler-117 b,Kepler-117,1,2,Transit,2014,Kepler,18.7959228,0.1445,8.059,29.875,0.0493,984,F8 V,6150,1.61,1.13,-0.04,4.1,1455.57,14.282,13.011,14.2472
Kepler-117 c,Kepler-117,1,2,Transit,2014,Kepler,50.790391,0.2804,12.341,584.78,0.0323,704,F8 V,6150,1.61,1.13,-0.04,4.1,1455.57,14.282,13.011,14.2472
Kepler-120 b,Kepler-120,1,2,Transit,2014,Kepler,6.312501,0.055,2.15,8.5,0,575,M0 V,4096,0.53,0.65,-0.12,4.73,388.63,14.995,12.307,14.7188
Kepler-120 c,Kepler-120,1,2,Transit,2014,Kepler,12.794585,0.088,1.53,2.96,0,455,M0 V,4096,0.53,0.65,-0.12,4.73,388.63,14.995,12.307,14.7188
Kepler-125 b,Kepler-125,1,2,Transit,2014,Kepler,4.164389,0.041,2.37,6.21,0,590,M1 V,3810,0.51,0.54,-0.14,4.74,183.365,15.431,11.682,14.7675
Kepler-125 c,Kepler-125,1,2,Transit,2014,Kepler,5.774464,0.051,0.74,0.33,0,529,M1 V,3810,0.51,0.54,-0.14,4.74,183.365,15.431,11.682,14.7675
Kepler-129 b,Kepler-129,1,3,Transit,2014,Kepler,15.79,0.13,2.4,20,0.01,910,G4 V,5770,1.65,1.18,0.29,4.08,408.845,11.809,10.252,11.6437
Kepler-129 c,Kepler-129,1,3,Transit,2014,Kepler,82.2,0.39,2.52,43,0.2,525,G4 V,5770,1.65,1.18,0.29,4.08,408.845,11.809,10.252,11.6437
Kepler-138 b,Kepler-138,1,3,Transit,2014,Kepler,10.3126,0.076,0.522,0.066,0.006,443,M1 V,3841,0.44,0.52,-0.28,4.89,66.8624,13.04,9.506,12.4715
Kepler-138 c,Kepler-138,1,3,Transit,2014,Kepler,13.7813,0.0906,1.197,1.97,0.011,402,M1 V,3841,0.44,0.52,-0.28,4.89,66.8624,13.04,9.506,12.4715
Kepler-138 d,Kepler-138,1,3,Transit,2014,Kepler,23.0881,0.12781,1.212,0.64,0.027,338,M1 V,3841,0.44,0.52,-0.28,4.89,66.8624,13.04,9.506,12.4715
Kepler-155 b,Kepler-155,1,2,Transit,2014,Kepler,5.931194,0.056,2.09,5.02,0,614,M0 V,4508,0.62,0.64,-0.142,4.68,293.499,14.654,11.805,14.24
Kepler-155 c,Kepler-155,1,2,Transit,2014,Kepler,52.661793,0.242,2.24,5.65,0,286,M0 V,4508,0.62,0.64,-0.142,4.68,293.499,14.654,11.805,14.24
Kepler-159 b,Kepler-159,1,2,Transit,2014,Kepler,10.139623,0.082,2.38,6.26,0,447,M0 V,4625,0.66,0.63,-0.28,4.65,373.744,15.386,12.357,14.8882
Kepler-159 c,Kepler-159,1,2,Transit,2014,Kepler,43.595792,0.218,3.41,11.5,0,275,M0 V,4625,0.66,0.63,-0.28,4.65,373.744,15.386,12.357,14.8882
Kepler-1654 b,Kepler-1654,1,1,Transit,2018,Kepler,1047.8356,2.026,9.18,158.915,0.26,206,G5 V,5597,1.18,1.01,-0.088,4.3,568.117,13.497,11.922,13.4057
Kepler-1655 b,Kepler-1655,1,1,Transit,2018,Kepler,11.8728787,0.103,2.213,5,0,863,G0 V,6148,1.03,1.03,-0.24,4.36,213.26,11.045,9.785,11.0141
Kepler-1661 b,Kepler-1661,2,1,Transit,2020,Kepler,175.06,0.633,3.87,17,0.057,243,K,5100,0.76,0.84,-0.12,4.66,410.607,14.357,12.162,14.1933
Kepler-167 b,Kepler-167,2,4,Transit,2014,Kepler,4.3931632,0.0483,1.615,3.24,0,914,K4,4890,0.73,0.77,-0.03,4.61,341.908,14.284,11.832,14.0004
Kepler-167 c,Kepler-167,2,4,Transit,2014,Kepler,7.406114,0.0684,1.548,3.01,0,768,K4,4890,0.73,0.77,-0.03,4.61,341.908,14.284,11.832,14.0004
Kepler-167 d,Kepler-167,2,4,Transit,2016,Kepler,21.803855,0.1405,1.194,1.83,0.12,536,K4,4890,0.73,0.77,-0.03,4.61,341.908,14.284,11.832,14.0004
Kepler-167 e,Kepler-167,2,4,Transit,2016,Kepler,1071.23228,1.89,10.15,73.4,0.062,131,K4,4890,0.73,0.77,-0.03,4.61,341.908,14.284,11.832,14.0004
Kepler-17 b,Kepler-17,1,1,Transit,2011,Kepler,1.4857108,0.02591,14.68,778.65,0.011,1570,G2 V,5781,1.01,1.04,0.26,4.45,720.753,14.314,12.585,14.1311
Kepler-186 b,Kepler-186,1,5,Transit,2014,Kepler,3.8867907,0.0343,1.07,1.24,0,571,M1,3788,0.47,0.48,-0.28,4.77,177.594,15.138,11.605,14.5994
Kepler-186 c,Kepler-186,1,5,Transit,2014,Kepler,7.267302,0.0451,1.25,2.1,0,464,M1,3788,0.47,0.48,-0.28,4.77,177.594,15.138,11.605,14.5994
Kepler-186 d,Kepler-186,1,5,Transit,2014,Kepler,13.342996,0.0781,1.4,2.54,0,379,M1,3788,0.47,0.48,-0.28,4.77,177.594,15.138,11.605,14.5994
Kepler-186 e,Kepler-186,1,5,Transit,2014,Kepler,22.407704,0.11,1.27,2.15,0,319,M1,3788,0.47,0.48,-0.28,4.77,177.594,15.138,11.605,14.5994
Kepler-186 f,Kepler-186,1,5,Transit,2014,Kepler,129.9441,0.432,1.17,1.71,0.04,177,M1,3755,0.52,0.54,-0.26,4.74,177.594,15.138,11.605,14.5994
Kepler-205 b,Kepler-205,1,2,Transit,2014,Kepler,2.75564,0.032,1.51,2.89,0,757,M1 V,4321,0.55,0.59,-0.125,4.74,159.72,13.779,10.833,13.4947
Kepler-205 c,Kepler-205,1,2,Transit,2014,Kepler,20.306546,0.122,1.64,3.33,0,389,M1 V,4321,0.55,0.59,-0.125,4.74,159.72,13.779,10.833,13.4947
Kepler-21 b,Kepler-21,2,1,Transit,2012,Kepler,2.78578,0.042717,1.639,5.08,0.02,2025,F6 IV,6305,1.9,1.41,-0.03,4.03,108.522,8.25,6.945,8.12832
Kepler-210 b,Kepler-210,1,2,Transit,2014,Kepler,2.453234,0.032,2.94,8.96,0,737,M0 V,4559,0.65,0.77,0.277,4.66,232.75,14.126,11.313,13.8043
Kepler-210 c,Kepler-210,1,2,Transit,2014,Kepler,7.972513,0.07,3.62,12.8,0,497,M0 V,4559,0.65,0.77,0.277,4.66,232.75,14.126,11.313,13.8043
Kepler-22 b,Kepler-22,1,1,Transit,2011,Kepler,289.8623,0.849,2.38,36,0,262,G5 V,5518,0.98,0.97,-0.29,4.44,194.642,11.751,10.152,11.6444
Kepler-225 b,Kepler-225,1,2,Transit,2014,Kepler,6.738975,0.056,1.2,1.87,0,579,M1 V,3682,0.48,0.59,-0.04,4.78,561.101,16.294,13.253,15.9504
Kepler-225 c,Kepler-225,1,2,Transit,2014,Kepler,18.794234,0.111,1.84,4.04,0,412,M1 V,3682,0.48,0.59,-0.04,4.78,561.101,16.294,13.253,15.9504
Kepler-231 b,Kepler-231,1,2,Transit,2014,Kepler,10.065275,0.074,1.73,35.4,0,488,M1 V,3767,0.49,0.58,-0.1,4.78,316.618,15.813,12.589,15.3896
Kepler-231 c,Kepler-231,1,2,Transit,2014,Kepler,19.271566,0.114,1.93,24.1,0,393,M1 V,3767,0.49,0.58,-0.1,4.78,316.618,15.813,12.589,15.3896
Kepler-235 b,Kepler-235,1,4,Transit,2014,Kepler,3.340222,0.037,2.23,5.6,0,731,M0 V,4255,0.55,0.58,-0.51,4.73,428.018,16.567,13.116,15.9695
Kepler-235 c,Kepler-235,1,4,Transit,2014,Kepler,7.824904,0.065,1.28,2.18,0,555,M0 V,4255,0.55,0.58,-0.51,4.73,428.018,16.567,13.116,15.9695
Kepler-235 d,Kepler-235,1,4,Transit,2014,Kepler,20.060548,0.122,2.05,4.86,0,401,M0 V,4255,0.55,0.58,-0.51,4.73,428.018,16.567,13.116,15.9695
Kepler-235 e,Kepler-235,1,4,Transit,2014,Kepler,46.183669,0.213,2.22,5.56,0,306,M0 V,4255,0.55,0.58,-0.51,4.73,428.018,16.567,13.116,15.9695
Kepler-236 b,Kepler-236,1,2,Transit,2014,Kepler,8.295611,0.065,1.57,3.09,0,469,M1 V,3750,0.51,0.6,-0.05,4.75,288.763,16.014,12.312,15.3743
Kepler-236 c,Kepler-236,1,2,Transit,2014,Kepler,23.968127,0.132,2,4.66,0,329,M1 V,3750,0.51,0.6,-0.05,4.75,288.763,16.014,12.312,15.3743
Kepler-249 b,Kepler-249,1,3,Transit,2014,Kepler,3.306539,0.035,1.09,1.32,0,554,M2 V,3568,0.48,0.51,-0.34,4.78,190.401,16.37,11.966,15.2305
Kepler-249 c,Kepler-249,1,3,Transit,2014,Kepler,7.113702,0.058,1.51,2.89,0,429,M2 V,3568,0.48,0.51,-0.34,4.78,190.401,16.37,11.966,15.2305
Kepler-249 d,Kepler-249,1,3,Transit,2014,Kepler,15.368459,0.097,1.57,3.09,0,332,M2 V,3568,0.48,0.51,-0.34,4.78,190.401,16.37,11.966,15.2305
Kepler-252 b,Kepler-252,1,2,Transit,2014,Kepler,6.668391,0.058,1.23,2.04,0,587,M0 V,4208,0.55,0.61,-0.13,4.72,379.424,15.406,12.466,15.0293
Kepler-252 c,Kepler-252,1,2,Transit,2014,Kepler,10.848463,0.08,2.15,5.27,0,499,M0 V,4208,0.55,0.61,-0.13,4.72,379.424,15.406,12.466,15.0293
Kepler-26 b,Kepler-26,1,4,Transit,2011,Kepler,12.28,0.08551,2.78,5.12,0,431,M0 V,3914,0.51,0.54,-0.13,4.68,335.307,15.853,12.63,15.4089
Kepler-26 c,Kepler-26,1,4,Transit,2011,Kepler,17.2559,0.10725,2.72,6.2,0,385,M0 V,3914,0.51,0.54,-0.13,4.68,335.307,15.853,12.63,15.4089
Kepler-26 d,Kepler-26,1,4,Transit,2014,Kepler,3.543919,0.039,1.07,1.24,0,652,M0 V,4486,0.57,0.62,-0.05,4.73,335.307,15.853,12.63,15.4089
Kepler-26 e,Kepler-26,1,4,Transit,2014,Kepler,46.827915,0.22,2.41,6.39,0,276,M0 V,4486,0.57,0.62,-0.05,4.73,335.307,15.853,12.63,15.4089
Kepler-267 b,Kepler-267,1,3,Transit,2014,Kepler,3.353728,0.037,1.98,37.9,0,615,M1 V,4258,0.56,0.54,-0.18,4.73,264.993,16.69,12.485,15.4693
Kepler-267 c,Kepler-267,1,3,Transit,2014,Kepler,6.87745,0.06,2.13,5.18,0,484,M1 V,4258,0.56,0.54,-0.18,4.73,264.993,16.69,12.485,15.4693
Kepler-267 d,Kepler-267,1,3,Transit,2014,Kepler,28.464515,0.154,2.27,5.77,0,301,M1 V,4258,0.56,0.54,-0.18,4.73,264.993,16.69,12.485,15.4693
Kepler-28 b,Kepler-28,1,2,Transit,2011,Kepler,5.9123,0.062,3.6,479.9,0,585,M0 V,4590,0.7,0.75,0.34,4.29,438.359,15.13,12.719,15.0257
Kepler-28 c,Kepler-28,1,2,Transit,2011,Kepler,8.9858,0.081,3.4,432.23,0,509,M0 V,4590,0.7,0.75,0.34,4.29,438.359,15.13,12.719,15.0257
Kepler-287 b,Kepler-287,1,2,Transit,2014,Kepler,20.342199,0.145,2.33,6.04,0,667,K7 V,5806,1.03,0.97,0.117,4.4,835.86,14.952,13.135,14.7442
Kepler-287 c,Kepler-287,1,2,Transit,2014,Kepler,44.851896,0.246,3.26,10.7,0,513,K7 V,5806,1.03,0.97,0.117,4.4,835.86,14.952,13.135,14.7442
Kepler-296 b,Kepler-296,2,5,Transit,2014,Kepler,10.864384,0.079,1.61,3.22,0.33,495,M2 V,3740,0.48,0.5,-0.08,4.77,167,16.363,12.6,15.9015
Kepler-296 c,Kepler-296,2,5,Transit,2014,Kepler,5.8416366,0.0521,2,4.66,0.33,606,M2 V,3740,0.48,0.5,-0.08,4.77,167,16.363,12.6,15.9015
Kepler-296 d,Kepler-296,2,5,Transit,2014,Kepler,19.850291,0.118,2.09,5.02,0.33,403,M2 V,3740,0.48,0.5,-0.08,4.77,167,16.363,12.6,15.9015
Kepler-296 e,Kepler-296,2,5,Transit,2014,Kepler,34.14211,0.169,1.53,2.96,0.33,337,M2 V,3740,0.48,0.5,-0.08,4.77,167,16.363,12.6,15.9015
Kepler-296 f,Kepler-296,2,5,Transit,2014,Kepler,63.33627,0.255,1.8,3.89,0.33,274,M2 V,3740,0.48,0.5,-0.08,4.77,167,16.363,12.6,15.9015
Kepler-303 b,Kepler-303,1,2,Transit,2014,Kepler,1.937055,0.024,0.89,0.64,0,802,M0 V,3944,0.48,0.57,-0.414,4.77,209.738,14.917,11.596,14.396
Kepler-303 c,Kepler-303,1,2,Transit,2014,Kepler,7.061149,0.057,1.14,1.55,0,521,M0 V,3944,0.48,0.57,-0.414,4.77,209.738,14.917,11.596,14.396
Kepler-309 b,Kepler-309,1,2,Transit,2014,Kepler,5.923653,0.059,1.56,3.05,0,531,M0 V,4713,0.72,0.67,0.11,4.61,544.568,15.418,12.852,15.1261
Kepler-309 c,Kepler-309,1,2,Transit,2014,Kepler,105.356383,0.401,2.51,6.85,0,204,M0 V,4713,0.72,0.67,0.11,4.61,544.568,15.418,12.852,15.1261
Kepler-32 b,Kepler-32,1,5,Transit,2011,Kepler,5.90124,0.05,2.2,1303,0,514,M1 V,3900,0.53,0.58,0,4.64,323.847,16.36,12.757,15.8123
Kepler-32 c,Kepler-32,1,5,Transit,2011,Kepler,8.7522,0.09,2,158.9,0,451,M1 V,3900,0.53,0.58,0,4.64,323.847,16.36,12.757,15.8123
Kepler-32 d,Kepler-32,1,5,Transit,2012,Kepler,22.7802,0.13,2.7,7.75,0,328,M1 V,3900,0.53,0.58,0,4.64,323.847,16.36,12.757,15.8123
Kepler-32 e,Kepler-32,1,5,Transit,2012,Kepler,2.896,0.033,1.5,2.86,0,652,M1 V,3900,0.53,0.58,0,4.64,323.847,16.36,12.757,15.8123
Kepler-32 f,Kepler-32,1,5,Transit,2012,Kepler,0.74296,0.013,0.82,0.477,0,1026,M1 V,3900,0.53,0.58,0,4.64,323.847,16.36,12.757,15.8123
Kepler-38 b,Kepler-38,2,1,Transit,2012,Kepler,105.599,0.4632,4.3,122,0.032,475,G4 V,5623,1.75,0.94,-0.11,3.93,1174.59,14.015,12.342,13.9066
Kepler-39 b,Kepler-39,1,1,Transit,2011,Kepler,21.08721,0.164,13.9,6388.1,0.112,897,F7 V,6350,1.4,1.29,0.1,4.4,1057.41,14.355,12.918,14.2622
Kepler-40 b,Kepler-40,1,1,Transit,2010,Kepler,6.87349,0.08,13.11,699.2,0,1620,F5 IV,6510,2.13,1.48,0.1,3.94,2305.01,14.657,13.27,14.5591
Kepler-41 b,Kepler-41,1,1,Transit,2011,Kepler,1.8555582,0.03101,14.46,177.98,0,1790,G2 V,5750,1.29,1.15,0.38,4.28,1093.08,14.509,12.892,14.413
Kepler-411 b,Kepler-411,2,4,Transit,2013,Kepler,3.005156,0.0375,2.401,25.6,0.146,1138,K2 V,4974,0.82,0.87,0.11,4.6,153.676,12.448,10.062,12.2327
Kepler-411 c,Kepler-411,2,4,Transit,2016,Kepler,7.834435,0.0739,4.421,26.4,0.108,838,K2 V,4906,0.82,0.87,0.11,4.6,153.676,12.448,10.062,12.2327
Kepler-411 d,Kepler-411,2,4,Transit,2018,Kepler,58.02035,0.279,3.319,15.2,0.128,410,K2 V,4987,0.82,0.87,0.11,4.59,153.676,12.448,10.062,12.2327
Kepler-411 e,Kepler-411,2,4,Transit Timing Variations,2018,Kepler,31.509728,0.186,3.28,10.8,0.016,503,K2 V,4832.69,0.82,0.87,0.11,4.6,153.676,12.448,10.062,12.2327
Kepler-412 b,Kepler-412,1,1,Transit,2014,Kepler,1.7208604,0.02897,15.031,299.07803,0.0038,1850,G3 V,5750,1.29,1.17,0.27,4.3,1086.24,14.399,12.837,14.2486
Kepler-42 b,Kepler-42,1,3,Transit,2011,Kepler,1.2137672,0.0116,0.78,0.399,0.04,519,M,3068,0.17,0.13,-0.33,5.11,40.0595,16.7,11.465,14.9931
Kepler-42 c,Kepler-42,1,3,Transit,2011,Kepler,0.45328509,0.006,0.73,0.315,0,720,M,3068,0.17,0.13,-0.33,5.11,40.0595,16.7,11.465,14.9931
Kepler-42 d,Kepler-42,1,3,Transit,2011,Kepler,1.865169,0.0154,0.57,0.13,0.02,450,M,3068,0.17,0.13,-0.33,5.11,40.0595,16.7,11.465,14.9931
Kepler-421 b,Kepler-421,1,1,Transit,2014,Kepler,704.1984,1.219,4.16,16.1,0.041,185,G9/K0,5308,0.76,0.79,-0.25,4.61,348.558,13.611,11.535,13.3477
Kepler-423 b,Kepler-423,1,1,Transit,2014,Kepler,2.6843285,0.03585,13.361,189.101,0.019,1605,G4 V,5560,0.95,0.85,-0.1,4.41,758.753,14.462,12.779,14.28
Kepler-425 b,Kepler-425,1,1,Transit,2014,Kepler,3.79701816,0.0464,10.962,79.45,0.33,1070,K1 V,5170,0.86,0.93,0.24,4.54,646.647,14.845,12.806,14.7301
Kepler-426 b,Kepler-426,1,1,Transit,2014,Kepler,3.21751883,0.0414,12.22,108.06,0.18,1300,G1 V,5725,0.92,0.91,-0.21,4.47,843.695,15.032,13.212,14.8069
Kepler-427 b,Kepler-427,1,1,Transit,2014,Kepler,10.290994,0.091,13.79,92.17,0.57,1100,G2 V,5800,1.35,0.96,-0.19,4.14,1017.8,14.301,12.777,14.1964
Kepler-428 b,Kepler-428,1,1,Transit,2014,Kepler,3.52563254,0.0433,12.11,403.63,0.22,1070,K1 V,5150,0.8,0.87,0.09,4.57,686.284,15.362,13.234,15.2218
Kepler-43 b,Kepler-43,1,1,Transit,2011,Kepler,3.0240949,0.046,13.664,1026.5909,0.017,1620,F8 V,6041,1.42,1.32,0.33,4.26,1005.84,13.986,12.549,13.8894
Kepler-44 b,Kepler-44,1,1,Transit,2011,Kepler,3.2467293,0.0446,12.22,317.82,0.066,1544,G2 IV,5800,1.35,1.12,0.15,4.22,1188,14.803,12.878,14.6901
Kepler-444 b,Kepler-444,3,5,Transit,2015,Kepler,3.6001053,0.04178,0.403,0.0374,0.16,938,K,5046,0.75,0.76,-0.55,4.56,36.4396,8.87,6.703,8.643251
Kepler-444 c,Kepler-444,3,5,Transit,2015,Kepler,4.5458841,0.04881,0.497,0.0793,0.31,868,K,5046,0.75,0.76,-0.55,4.56,36.4396,8.87,6.703,8.643251
Kepler-444 d,Kepler-444,3,5,Transit,2015,Kepler,6.189392,0.06,0.53,0.2,0.18,783,K,5046,0.75,0.76,-0.55,4.56,36.4396,8.87,6.703,8.643251
Kepler-444 e,Kepler-444,3,5,Transit,2015,Kepler,7.743493,0.0696,0.546,0.1,0.1,727,K,5046,0.75,0.76,-0.55,4.56,36.4396,8.87,6.703,8.643251
Kepler-444 f,Kepler-444,3,5,Transit,2015,Kepler,9.740486,0.0811,0.741,0.332,0.29,673,K,5046,0.75,0.76,-0.55,4.56,36.4396,8.87,6.703,8.643251
Kepler-445 b,Kepler-445,1,3,Transit,2015,Kepler,2.984151,0.0217,1.58,3.12,0,401,M4,3157,0.21,0.18,0.27,4.93,127.201,18.19,12.61,16.7157
Kepler-445 c,Kepler-445,1,3,Transit,2015,Kepler,4.871229,0.0301,2.51,6.85,0,341,M4,3157,0.21,0.18,0.27,4.93,127.201,18.19,12.61,16.7157
Kepler-445 d,Kepler-445,1,3,Transit,2015,Kepler,8.15275,0.0439,1.25,2.1,0,305,M4,3157,0.21,0.18,0.27,4.93,127.201,18.19,12.61,16.7157
Kepler-446 b,Kepler-446,1,3,Transit,2015,Kepler,1.565409,0.0182,1.5,2.86,0,648,M4,3359,0.24,0.22,-0.3,5.03,96.339,17.5041,12.827,16.3101
Kepler-446 c,Kepler-446,1,3,Transit,2015,Kepler,3.036179,0.0283,1.11,1.41,0,520,M4,3359,0.24,0.22,-0.3,5.03,96.339,17.5041,12.827,16.3101
Kepler-446 d,Kepler-446,1,3,Transit,2015,Kepler,5.148921,0.0403,1.35,2.39,0,436,M4,3359,0.24,0.22,-0.3,5.03,96.339,17.5041,12.827,16.3101
Kepler-447 b,Kepler-447,1,1,Transit,2015,Kepler,7.79430132,0.0769,18.49,435.41,0.123,882,G8 V,5493,1.05,1,0.07,4.4,268.041,12.52,10.806,12.3795
Kepler-45 b,Kepler-45,1,1,Transit,2011,Kepler,2.455239,0.03,10.76,160.497,0.11,1000,M,3820,0.55,0.59,0.28,4.7,381.949,16.744,12.892,15.9804
Kepler-452 b,Kepler-452,1,1,Transit,2015,Kepler,384.843,1.046,1.63,3.29,0,265,G2,5757,1.11,1.04,0.21,4.32,551.727,13.54,11.852,13.4048
Kepler-49 b,Kepler-49,1,4,Transit,2012,Kepler,7.2037945,0.05929,2.72,8,0,509,M1 V,3974,0.53,0.55,0.03,4.73,311.222,15.655,12.383,15.2293
Kepler-49 c,Kepler-49,1,4,Transit,2012,Kepler,10.9129343,0.07821,2.55,5.9,0,443,M1 V,3974,0.53,0.55,0.03,4.73,311.222,15.655,12.383,15.2293
Kepler-49 d,Kepler-49,1,4,Transit,2014,Kepler,2.576549,0.031,1.6,3.19,0,717,M1 V,4252,0.56,0.55,0.03,4.73,311.222,15.655,12.383,15.2293
